# Unseeded corpus words
# Each row is attested in the corpus and cannot reach an MDB gloss through the registered resolution paths.
# corpus_sentences: 210204
# corpus_tokens: 1776902
# equivalences_sha256: 5099aaae8ee6a40dc8a03b6502db3b757a49d79671258f0ed172fc2fed426665
# reviews_sha256: none
# scanned_unresolved_occurrences: 113715
# resolved_lexical_equivalence: 26
# resolved_conditioned_form: 190
# resolved_tagger_lemma: 1735
rank	form	occurrences	collection_count	dialect_count	region_count	surfaces	collections	dialects	dialect_paths	regions	tagger_lemmas	tagger_pos	review_disposition	suggested_parse	evidence	note	contexts
1745	konuptek	5	3	2	1	"[""konuptek""]"	"[""アイヌ語アーカイブ"",""アイヌ語弁論大会"",""アイヌ語教材テキスト""]"	"[""幌別"",""沙流""]"	"[""北海道/南西/幌別"",""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""konuptek"",""count"":5}]"	[]	unreviewed				"[{""sentence_id"":""nam-archive/kawakami-minwa/09#153"",""text"":""a=onaha earkinne newsar konuptek pe"",""translation"":""父は本当に話好きで"",""collection"":""アイヌ語アーカイブ"",""document"":""ワシ神の化身と人間の娘（1986）"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?keyword=%22%E5%B7%9D%E4%B8%8A%E3%81%BE%E3%81%A4%E5%AD%90%E3%81%95%E3%82%93%E3%81%AE%E6%B0%91%E8%A9%B1%28%EF%BD%B1%29+%E3%83%AF%E3%82%B7%E7%A5%9E%E3%81%AE%E5%8C%96%E8%BA%AB%E3%81%A8%E4%BA%BA%E9%96%93%E3%81%AE%E5%A8%98%EF%BC%881986%EF%BC%89%22&typeCont=on"",""source_slug"":""nam-ainu-archive""},{""sentence_id"":""zaidan-benron/27/00#7"",""text"":""…ya. aynuitak ekampinuye utar aynu oruspe ekampinuye utar anak 『アイヌ神 謡集』 epitta sikkuspare. korka 『アイヌ神謡集』 eramaspa utar tumke ta, atpake un itak etakasure konuptek pe ka inne somo ki ya. kamuyyukar ikir tum ta, hokampa oruspe ka inne, kaske un kem hura at oruspe ka inne. hoski itak an wa kusu easir, ene 知里 katkemat, a…"",""translation"":""そもそも、『アイヌ神謡集』はどれくらい読まれているのでしょう。アイヌ語研究をする人、文学の研究をする人は『アイヌ神謡集』の中の話を読みます。しかし、『神謡集』を好む人の中には、特に序文が好きだという人も多いのではないでしょうか。本の中の神謡は、難解なものも多いし、血の匂いのするの話多い。知里さんがこれほど知られている理由としては、やはり巻頭の美文の存在が大きいのではないでしょうか。"",""collection"":""アイヌ語弁論大会"",""document"":""知里幸恵生誕120年に思う事"",""dialect"":null,""dialect_path"":null,""region"":null,""uri"":""https://www.ff-ainu.or.jp/web/learn/language/itakanro/files/r05_pg_22.pdf"",""source_slug"":""ainu-speech-contest""},{""sentence_id"":""zaidan-textbooks/horobetsu-intermediate/24#4"",""text"":""tane ki sinotca iyotta ku=konuptek!"",""translation"":""今歌っている歌が一番（私は）好きだ！"",""collection"":""アイヌ語教材テキスト"",""document"":""ステップ 24「きれいに」「ゆっくり」「みじかく」 副詞"",""dialect"":""幌別"",""dialect_path"":""北海道/南西/幌別"",""region"":""北海道"",""uri"":""https://www.ff-ainu.or.jp/web/potal_site/files/horobetsu_tyukyu.pdf"",""source_slug"":""ainu-teaching-materials""}]"
1746	korawosma	5	3	1	1	"[""korawosma""]"	"[""アイヌ神謡集"",""アイヌ語・アイヌ文化研究の課題"",""知里幸恵のウウェペケレ（昔話）""]"	"[""幌別""]"	"[""北海道/南西/幌別""]"	"[""北海道""]"	"[{""value"":""korawosma"",""count"":5}]"	[]	unreviewed				"[{""sentence_id"":""chiba-358/3/1#84"",""text"":""aokay ne yakka mik=an kor inne seta utur a=korawosma."",""translation"":""私も吠えながら大勢の犬の間へと潜り込んでいく。"",""collection"":""アイヌ語・アイヌ文化研究の課題"",""document"":""金田一京助宛ノート散文説話「金の煙草入れ（konkani tampakop）」"",""dialect"":""幌別"",""dialect_path"":""北海道/南西/幌別"",""region"":""北海道"",""uri"":""https://opac.ll.chiba-u.jp/da/curator/109482/358-p015.pdf"",""source_slug"":""chiba-ainu-research-issues""},{""sentence_id"":""yukie-kamuyyukar/005/0#49"",""text"":""korawosma hontomo ta soyoterke."",""translation"":""とび込むと、すぐにまたとび出しました。"",""collection"":""アイヌ神謡集"",""document"":""1"",""dialect"":""幌別"",""dialect_path"":""北海道/南西/幌別"",""region"":""北海道"",""uri"":""urn:isbn:9784883231331"",""source_slug"":""ainu-shinyoshu""},{""sentence_id"":""yukie-uepeker/002#69"",""text"":""néap too ki-sar tumu korawosma kor ene itaki"",""translation"":""その鹿はずーっとかや原へ 逃げ込むときに 言いました、"",""collection"":""知里幸恵のウウェペケレ（昔話）"",""document"":""Iskarputu un Nispa itak"",""dialect"":""幌別"",""dialect_path"":""北海道/南西/幌別"",""region"":""北海道"",""uri"":""urn:isbn:9784832804029"",""source_slug"":""chiri-yukie-uwepeker""}]"
1747	korpok	5	3	3	1	"[""korpok""]"	"[""アイヌ語鵡川方言日本語‐アイヌ語辞典"",""千葉大学ユーラシア言語文化論集"",""平取町アイヌ口承文芸""]"	"[""沙流"",""静内"",""鵡川""]"	"[""北海道/北東/静内"",""北海道/南西/沙流"",""北海道/南西/鵡川""]"	"[""北海道""]"	"[{""value"":""korpok"",""count"":5}]"	[]	unreviewed				"[{""sentence_id"":""biratori/013/004#119"",""text"":""u tuki korpok"",""translation"":""杯のもとに"",""collection"":""平取町アイヌ口承文芸"",""document"":""ユカㇻ「アペサㇰスクㇷ゚　ワッカサㇰスクㇷ゚」火なしに育った、水なしに育った"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=N013P&typeAudio=on"",""source_slug"":""biratori-ainu-oral-literature""},{""sentence_id"":""chiba-eurasia/21/002#17"",""text"":""Suy, “kinasut” sekor an itak ikkewehe anakne mun korpok peka apkas kusu a=ye hi ne ruwe ne kusu ne na."",""translation"":""また、「草の根元」と言う言葉の由来は（ヘビが）草の下を歩くと言われているからです。"",""collection"":""千葉大学ユーラシア言語文化論集"",""document"":""第2話「ヘビの起源（Kinasutkamuy moto katu）」"",""dialect"":""静内"",""dialect_path"":""北海道/北東/静内"",""region"":""北海道"",""uri"":""https://opac.ll.chiba-u.jp/da/curator/108062/S21857148-21-P243-SAK.pdf"",""source_slug"":""anon-journal-chiba-university-eurasian-society""},{""sentence_id"":""chiba-mukawa/1#2825"",""text"":""korpok ta"",""translation"":""直前に、下に"",""collection"":""アイヌ語鵡川方言日本語‐アイヌ語辞典"",""document"":""吉村冬子氏の言葉"",""dialect"":""鵡川"",""dialect_path"":""北海道/南西/鵡川"",""region"":""北海道"",""uri"":""https://www.gshpa.chiba-u.jp/cas/Ainu-archives/"",""source_slug"":""mukawa-dialect-dictionary-corpus""}]"
1748	kosimacici	5	3	1	1	"[""kosimacici""]"	"[""AA研アイヌ語資料"",""アイヌ語アーカイブ"",""川上まつ子の伝承""]"	"[""沙流""]"	"[""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""kosimacici"",""count"":5}]"	[]	unreviewed				"[{""sentence_id"":""aa-irc/029#182"",""text"":""inaw kurkasi a=kosimacici a=kosituriri wa"",""translation"":""イナウの上で伸びたり縮んだり して"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料 川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 19"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=29"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""nam-archive/kawakami-minwa/04#170"",""text"":""tanpaku kurka a=kosimacici"",""translation"":""たばこに満足して自分の身を伸ばし"",""collection"":""アイヌ語アーカイブ"",""document"":""エゾマツと魔鳥（1985）"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?keyword=%22%E5%B7%9D%E4%B8%8A%E3%81%BE%E3%81%A4%E5%AD%90%E3%81%95%E3%82%93%E3%81%AE%E6%B0%91%E8%A9%B1%28%EF%BD%B1%29+%E3%82%A8%E3%82%BE%E3%83%9E%E3%83%84%E3%81%A8%E9%AD%94%E9%B3%A5%EF%BC%881985%EF%BC%89%22&typeCont=on"",""source_slug"":""nam-ainu-archive""},{""sentence_id"":""nam-kawakami/019/008#10"",""text"":""tanpaku hura kurkasike kosimacici"",""translation"":""タバコのにおいと一緒に自分の体を伸ばし"",""collection"":""川上まつ子の伝承"",""document"":""タバコ"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=34624BP&typeAudio=on"",""source_slug"":""kawakami-matsuko-traditions""}]"
1749	kotoritori	5	3	1	1	"[""kotoritori""]"	"[""AA研アイヌ語資料"",""アイヌ語口承文芸コーパス"",""平取町アイヌ口承文芸""]"	"[""沙流""]"	"[""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""kotoritori"",""count"":5}]"	[]	unreviewed				"[{""sentence_id"":""aa-irc/009#409"",""text"":""a=kotoritori kor an=an ayne... oka=an ayne"",""translation"":""私たちはそこに一日泊まっていた。そのうちに"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料「川上まつ子さん口演・阪口諒聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 9」"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=8"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""biratori/010/003#192"",""text"":""orano a=kotoritori hempak hempak to ki kor"",""translation"":""それから私はそこに逗留して、"",""collection"":""平取町アイヌ口承文芸"",""document"":""ウエペケㇾ「ウラユシウンクㇽ」ウラユシの人（最後テープ切れで本編中断）"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?matCd=N010P&typeAudio=on"",""source_slug"":""biratori-ainu-oral-literature""},{""sentence_id"":""ninjal-folklore/013#271"",""text"":""i=kotoritori pa hine hosippa pa ruwe ne."",""translation"":""私たちのところにしばらく泊まって帰っていった。"",""collection"":""アイヌ語口承文芸コーパス"",""document"":""チセコﾛカムイが育ててくれた"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainu.ninjal.ac.jp/folklore/"",""source_slug"":""ninjal-folklore-corpus""}]"
1750	koya	5	3	1	1	"[""koya""]"	"[""AA研アイヌ語資料"",""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""アイヌ語口承文芸コーパス""]"	"[""沙流""]"	"[""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""koya"",""count"":5}]"	"[{""value"":""NOUN"",""count"":5}]"	unreviewed				"[{""sentence_id"":""aa-irc/010#253"",""text"":""koyani kunne hene tokap _hene ki a=utari ne yakka uwokarpa wa uwokarpa (koya...) koyanpa wa"",""translation"":""食事を届け、夜でも昼でも、私の親類であっても代わる代わるに食事を届けて"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料「川上まつ子さん口演・欠ヶ端和也聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 10」"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=9"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""ninjal-folklore/001#146"",""text"":""INARISANNI SOOYATTE MACITTE JIBUN MO INARISAN NO KOYA CIKUTTE,"",""translation"":""私もお稲荷さんを同じように祭って、お稲荷さんの祠を作って、"",""collection"":""アイヌ語口承文芸コーパス"",""document"":""お稲荷さんのお告げ"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainu.ninjal.ac.jp/folklore/"",""source_slug"":""ninjal-folklore-corpus""},{""sentence_id"":""x-social/QWaddix#501"",""text"":""Siisham patek o itak kan na kesto kesto hum-i o a haw-e uko-paro-ye-koya-pe-tet-ne wa katukana Ainu ayyee sin-ke re p wa aye sír-ok shir ok ne i no ne a tap"",""translation"":null,""collection"":""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""document"":""Qateri Waddi (@QWaddix)"",""dialect"":null,""dialect_path"":null,""region"":null,""uri"":""https://x.com/QWaddix/status/1798161568708087930"",""source_slug"":null}]"
1751	makap	5	3	3	2	"[""makap""]"	"[""elpr-a2"",""アイヌ語ラジオ講座テキスト"",""アイヌ語鵡川方言日本語‐アイヌ語辞典""]"	"[""ライチシカ"",""浦河"",""鵡川""]"	"[""北海道/北東/浦河"",""北海道/南西/鵡川"",""樺太/西海岸/来知志""]"	"[""北海道"",""樺太""]"	"[{""value"":""makap"",""count"":5}]"	"[{""value"":""NOUN"",""count"":5}]"	unreviewed				"[{""sentence_id"":""chiba-mukawa/0#4275"",""text"":""toan amam makap… mak an yak ka (?) pakari wa nukar yan."",""translation"":""この穀物はいくらあるか計ってみて。"",""collection"":""アイヌ語鵡川方言日本語‐アイヌ語辞典"",""document"":""新井田セイノ氏の言葉"",""dialect"":""鵡川"",""dialect_path"":""北海道/南西/鵡川"",""region"":""北海道"",""uri"":""https://www.gshpa.chiba-u.jp/cas/Ainu-archives/"",""source_slug"":""mukawa-dialect-dictionary-corpus""},{""sentence_id"":""elpr-a2/039/fujiyama/004#142"",""text"":""makap=an manuyke, makap=an man..."",""translation"":""山の方へ行ったというが、山へ行って"",""collection"":""elpr-a2"",""document"":""ウチャシクマ 4 (言い伝え4)"",""dialect"":""ライチシカ"",""dialect_path"":""樺太/西海岸/来知志"",""region"":""樺太"",""uri"":""urn:issn:1346-082X"",""source_slug"":""corpus-sghwzc""},{""sentence_id"":""zaidan-radio/2000/2/09#1"",""text"":""kutci an=uyna kusu ekimun makap=an"",""translation"":""コクワの実を私たちが採るために山へ私たちは行きます。"",""collection"":""アイヌ語ラジオ講座テキスト"",""document"":""9"",""dialect"":""浦河"",""dialect_path"":""北海道/北東/浦河"",""region"":""北海道"",""uri"":""https://www.ff-ainu.or.jp/radio/files/00-2.pdf"",""source_slug"":""ainu-radio-course""}]"
1752	marattoho	5	3	1	1	"[""marattoho""]"	"[""AA研アイヌ語資料"",""アイヌ語アーカイブ"",""アイヌ語口承文芸コーパス""]"	"[""沙流""]"	"[""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""marattoho"",""count"":5}]"	"[{""value"":""NOUN"",""count"":2}]"	unreviewed				"[{""sentence_id"":""aa-irc/031#226"",""text"":""ora a=marattoho,"",""translation"":""それから私の頭を"",""collection"":""AA研アイヌ語資料"",""document"":""音声資料 川上まつ子さん口演・石井正樹聞き起こし・訳注：uwepeker ウウェペケㇾ 民話 21"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.aa-ken.jp/main.php?id=31"",""source_slug"":""ilcaa-ainu-materials""},{""sentence_id"":""nam-archive/kawakami-minwa/01#1211"",""text"":""marattoho anakne"",""translation"":""頭は"",""collection"":""アイヌ語アーカイブ"",""document"":""おばあちゃんとヤマブドウ（1987）"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?keyword=%22%E5%B7%9D%E4%B8%8A%E3%81%BE%E3%81%A4%E5%AD%90%E3%81%95%E3%82%93%E3%81%AE%E6%B0%91%E8%A9%B1%28%EF%BD%B1%29+%E3%81%8A%E3%81%B0%E3%81%82%E3%81%A1%E3%82%83%E3%82%93%E3%81%A8%E3%83%A4%E3%83%9E%E3%83%96%E3%83%89%E3%82%A6%EF%BC%881987%EF%BC%89%22&typeCont=on"",""source_slug"":""nam-ainu-archive""},{""sentence_id"":""ninjal-folklore/014#145"",""text"":""ramante sake pirka rapokkehe ki wa, kamuy e=rayke ciki marattoho ne ya sorekusu ki wa,"",""translation"":""豊猟の祝いの酒がよくできたら祈り、クマを獲ったら酒宴を開き、"",""collection"":""アイヌ語口承文芸コーパス"",""document"":""チチケウニッネイと疱瘡神の息子"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainu.ninjal.ac.jp/folklore/"",""source_slug"":""ninjal-folklore-corpus""}]"
1753	meyupke	5	3	2	1	"[""meyupke""]"	"[""アイヌ語アーカイブ"",""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""アイヌ語教材テキスト""]"	"[""沙流"",""静内""]"	"[""北海道/北東/静内"",""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""meyupke"",""count"":5}]"	"[{""value"":""VERB"",""count"":4},{""value"":""ADP"",""count"":1}]"	unreviewed				"[{""sentence_id"":""nam-archive/kawakami-minwa/10#174"",""text"":""tane... tewano anakne mean meyupke"",""translation"":""これからは寒さが厳しくなり"",""collection"":""アイヌ語アーカイブ"",""document"":""伝染病で生き残った男の話（1986）"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://ainugo.nam.go.jp/search/media?keyword=%22%E5%B7%9D%E4%B8%8A%E3%81%BE%E3%81%A4%E5%AD%90%E3%81%95%E3%82%93%E3%81%AE%E6%B0%91%E8%A9%B1%28%EF%BD%B1%29+%E4%BC%9D%E6%9F%93%E7%97%85%E3%81%A7%E7%94%9F%E3%81%8D%E6%AE%8B%E3%81%A3%E3%81%9F%E7%94%B7%E3%81%AE%E8%A9%B1%EF%BC%881986%EF%BC%89%22&typeCont=on"",""source_slug"":""nam-ainu-archive""},{""sentence_id"":""x-social/okokkoituren#874"",""text"":""meyupke humî."",""translation"":""冷え込みがきついですね…。"",""collection"":""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""document"":""黒狐のシトゥンペ (@okokkoituren)"",""dialect"":null,""dialect_path"":null,""region"":null,""uri"":""https://x.com/okokkoituren/status/1611119273031925761"",""source_slug"":null},{""sentence_id"":""zaidan-textbooks/shizunai-intermediate/35#1"",""text"":""meyupke wa upas rupus wa heriat hi an=nukar ruwe ne haw’an."",""translation"":""寒さがひどくて雪が凍って光っているのが見えていたのだった"",""collection"":""アイヌ語教材テキスト"",""document"":""ステップ 35 「...した」「これから...する」助動詞"",""dialect"":""静内"",""dialect_path"":""北海道/北東/静内"",""region"":""北海道"",""uri"":""https://www.ff-ainu.or.jp/web/potal_site/files/shizunai_t.pdf"",""source_slug"":""ainu-teaching-materials""}]"
1754	mutpe	5	3	2	1	"[""mutpe""]"	"[""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""アイヌ語ラジオ講座テキスト"",""鍋沢元蔵筆録ノート""]"	"[""旭川"",""沙流""]"	"[""北海道/北東/石狩"",""北海道/南西/沙流""]"	"[""北海道""]"	"[{""value"":""mutpe"",""count"":5}]"	[]	unreviewed				"[{""sentence_id"":""nabesawa/009#73"",""text"":""enkasike nispa mutpe otu santuka oukaoma uepusakur- suypa kane casi kotor mike kane kurkot kane oharkisoun pon menoko an nankor _ya? nupur pe sone nupur cannoyep tusu cannoyep esirutumta- nuyna kane mukke turenpe ekimuykasi tewninpaye sara turenpe kapap say kunne episkanike say’unitara pa"",""translation"":""その上に勇者の太刀の多くの刀の柄が積み重なり房飾りを揺らして山城の天井が輝いたりかげったりして，左座に若い女がいるのだろうか，巫力の強い者に違いなく巫力の現れトゥスの現れを頭飾りをかぶって隠しながらも隠形の憑き神はその頭の上でまたたき現形の憑き神はコウモリの群のように彼女のまわりに群れている。"",""collection"":""鍋沢元蔵筆録ノート"",""document"":""yukar-2"",""dialect"":""沙流"",""dialect_path"":""北海道/南西/沙流"",""region"":""北海道"",""uri"":""https://minpaku.repo.nii.ac.jp/record/4895/files/SER134_04.pdf"",""source_slug"":""nabesawa-motozo-notebooks""},{""sentence_id"":""x-social/itangiku#238"",""text"":""nispa mutpe"",""translation"":""豪華な刀が"",""collection"":""アイヌ語ソーシャルメディアコーパス（X/Twitter）"",""document"":""丹菊逸治 (@itangiku)"",""dialect"":null,""dialect_path"":null,""region"":null,""uri"":""https://x.com/itangiku/status/1067639831272947712"",""source_slug"":null},{""sentence_id"":""zaidan-radio/2004/4/41#26"",""text"":""mutpe opitta"",""translation"":""佩く物全てを"",""collection"":""アイヌ語ラジオ講座テキスト"",""document"":""41"",""dialect"":""旭川"",""dialect_path"":""北海道/北東/石狩"",""region"":""北海道"",""uri"":null,""source_slug"":""ainu-radio-course""}]"
